external_gene_name,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
Osmr,0.987,0.013000000000000012,4.329719922873182,0.00037284056,4.961256e-05,0.0,0.25,3.3365824,3.520403,1.4416502,-3.3080788,8.717624,1.239039665970767,0.4540049920580445,0.5605427974947776,0.2576355797594745,3.623899483882841,0.438173557703606,True,1 vs Rest,1,Rest
Map3k20,0.9866,0.013399999999999967,4.2990092457102165,0.00030940422,5.4410786e-05,0.0,0.25,2.9790618,3.0998297,1.2721962,-1.1502447,6.9820595,1.130480167014608,0.5612434762876445,0.5709812108559467,0.32280462899928186,3.0574576066844243,0.5023545281486385,True,1 vs Rest,1,Rest
Rab11fip3,0.9864,0.013599999999999945,4.28399143395216,5.6433975e-05,1.21887115e-05,0.0,0.25,2.2834742,2.2958684,0.942965,-0.9271965,6.223654,0.21711899791231706,0.1303380984796938,0.1784968684759915,0.11077830723848638,0.6089813856999886,0.11242450120332778,True,1 vs Rest,1,Rest
Klhl29,0.9864,0.013599999999999945,4.28399143395216,9.970848e-05,1.8494695e-05,0.0,0.25,2.6690056,2.7305083,1.1096178,-2.2011805,7.6748257,0.32254697286012446,0.14567733151804224,0.24739039665970702,0.11472657136374174,0.9366454251137006,0.12814279733063746,True,1 vs Rest,1,Rest
Col4a1,0.9862,0.013800000000000034,4.269189867129377,0.00073367736,0.00012607164,0.0,0.25,2.8898833,2.961535,1.2495384,-2.1031952,8.181981,2.872651356993721,1.286181075561565,0.8027139874738989,0.4504197867028601,7.617975186880629,1.0354374919674638,True,1 vs Rest,1,Rest
Tgfbi,0.9862,0.013800000000000034,4.269189867129377,0.00033798075,4.6143778e-05,0.0,0.25,3.4447286,3.4748306,1.575382,-3.5856543,8.944085,1.3402922755741062,0.30401633764465186,0.5469728601252579,0.13664624461084912,3.5215524921047012,0.3037489855514859,True,1 vs Rest,1,Rest
Man2a2,0.986,0.014000000000000012,4.254598320843905,0.000119102166,1.9630395e-05,0.0,0.25,3.0166874,3.060058,1.3442913,-1.8215618,7.640767,0.41127348643006106,0.16305877013841927,0.30897703549060423,0.12434762877241,1.201093734729306,0.1571895536305194,True,1 vs Rest,1,Rest
Lifr,0.986,0.014000000000000012,4.254598320843905,0.0011749818,0.00014628482,0.0,0.25,3.8410816,4.117674,1.5886697,-4.4175663,9.136317,4.328810020876826,1.1657817109144033,0.8789144050104327,0.3179033356024161,11.734330123033809,1.1611936713769244,True,1 vs Rest,1,Rest
Atp6v0e,0.986,0.014000000000000012,4.254598320843905,9.715591e-05,0.000525329,0.0,0.25,-2.3640006,-2.390339,1.0199001,-5.3710384,1.776618,0.4269311064718151,7.125890628545933,0.27139874739039577,0.9133651009753357,0.9538928540779754,5.305023835334708,True,1 vs Rest,1,Rest
Jmjd1c,0.9854,0.014599999999999946,4.212025446612466,0.00075672765,0.00015583744,0.0,0.25,2.45492,2.4590602,1.1288913,-1.4429111,6.6869526,2.937369519832971,1.8110732924892783,0.82254697286012,0.6634445200814505,8.370961711731132,1.5212764386512765,True,1 vs Rest,1,Rest
Map1s,0.9854,0.014599999999999946,4.212025446612466,0.00010104265,2.5507423e-05,0.0,0.25,2.1811118,2.1064568,1.00163,-1.2558498,6.887205,0.3559498956158653,0.28931245745404144,0.26513569937369436,0.21670070342637177,0.9594109444418524,0.22833661831905974,True,1 vs Rest,1,Rest
Zeb1,0.9854,0.014599999999999946,4.212025446612466,8.349188e-05,1.3386199e-05,0.0,0.25,2.920389,2.9623713,1.3197217,-1.6496744,8.37966,0.29853862212943555,0.11436351259360301,0.21607515657619997,0.0891763104152501,0.8430559023071081,0.09948239230127331,True,1 vs Rest,1,Rest
Tgfbr1,0.9854,0.014599999999999946,4.212025446612466,0.00014809724,4.0071343e-05,0.0,0.25,2.05351,2.0851421,0.820447,-0.7653856,5.9524345,0.5887265135699349,0.4450192874971086,0.4008350730688916,0.3007941910596533,1.5856127829039146,0.37337160119478724,True,1 vs Rest,1,Rest
Adar,0.9852,0.014800000000000035,4.198216819951087,0.00015926179,4.285146e-05,0.0,0.25,2.053654,2.0967994,0.8397198,-1.4384689,4.9862976,0.5427974947807912,0.4737009303380312,0.36847599164926764,0.3313818924437969,1.5072274796205276,0.4225151467028385,True,1 vs Rest,1,Rest
Trio,0.9852,0.014800000000000035,4.198216819951087,0.00018608072,4.8681424e-05,0.0,0.25,2.0546098,2.0269442,0.91513133,-1.2149096,7.1949053,0.7035490605427943,0.5411390968912263,0.4478079331941522,0.3436805082822285,2.0443525611359323,0.4511833841397909,True,1 vs Rest,1,Rest
Flna,0.985,0.015000000000000013,4.184590783555717,0.0006053872,8.396631e-05,0.0,0.25,3.5563645,3.7800407,1.5109142,-2.1826515,8.053882,2.156576200417525,0.8590878148399146,0.7338204592901834,0.3418198320852702,5.757313707849734,0.7566731841381127,True,1 vs Rest,1,Rest
Itgb4,0.985,0.015000000000000013,4.184590783555717,0.0002741598,5.6202654e-05,0.0,0.25,2.5555825,2.6000934,1.1063956,-1.1390705,7.653392,1.010438413361164,0.560381211708572,0.5542797494780762,0.31495348309504323,2.8584071785947,0.4845590011616309,True,1 vs Rest,1,Rest
Lamc2,0.9846,0.01539999999999997,4.157867318710489,0.00034786848,6.394139e-05,0.0,0.25,2.700323,2.7017121,1.2479695,-1.7793016,7.293207,1.2828810020876764,0.6824597231675897,0.5741127348642974,0.3514408894939326,3.457134082028351,0.5751392876296967,True,1 vs Rest,1,Rest
Vmn2r97,0.9846,0.01539999999999997,4.157867318710489,8.935723e-05,1.6974735e-05,0.0,0.25,2.4997563,2.5273414,1.0967401,-1.4262133,7.048129,0.30897703549060457,0.1823008849557558,0.25574112734864224,0.1511232130701188,1.0027363216777259,0.16464233893828767,True,1 vs Rest,1,Rest
Lrig1,0.9842,0.015800000000000036,4.131818565648299,0.0001325207,2.976551e-05,0.0,0.25,2.3127835,2.3608022,0.95051235,-1.1323805,6.374961,0.4739039665970755,0.27728613569321076,0.31837160751565635,0.20630814613115936,1.3215309846412369,0.24344351276336967,True,1 vs Rest,1,Rest
Mid1,0.9842,0.015800000000000036,4.131818565648299,0.00021122138,3.617362e-05,0.0,0.25,2.823615,2.875063,1.2949687,-2.5207605,7.888091,0.7442588726513534,0.41352393918761493,0.43110647181628176,0.26303607896528025,2.1226957489015326,0.3611327695815139,True,1 vs Rest,1,Rest
